Fréquence (Hz);Niveau (dB)
298.773193;-46.127068
299.109650;-46.315216
299.446106;-46.854168
299.782562;-45.135941
300.119019;-46.416641
300.455475;-48.864967
300.791931;-50.196159
301.128387;-48.789852
301.464844;-47.921764
301.801300;-47.870155
302.137756;-48.364124
302.474213;-49.276787
302.810669;-48.097843
303.147125;-47.721088
303.483582;-47.422649
303.820038;-48.303509
304.156494;-48.319454
304.492950;-46.263500
304.829407;-47.312065
305.165863;-50.432682
305.502319;-49.441067
305.838776;-47.945457
306.175232;-46.687557
306.511688;-45.567711
306.848145;-44.522427
307.184601;-46.612213
307.521057;-48.213947
307.857513;-48.289143
308.193970;-48.037544
308.530426;-48.517654
308.866882;-47.448044
309.203339;-46.968185
309.539795;-47.629993
309.876251;-48.851757
310.212708;-48.906567
310.549164;-46.766636
310.885620;-45.407730
311.222076;-47.263245
311.558533;-45.111649
311.894989;-45.996651
312.231445;-47.300461
312.567902;-47.147987
312.904358;-48.708374
313.240814;-48.058079
313.577271;-48.654636
313.913727;-49.011715
314.250183;-48.694946
314.586639;-46.981682
314.923096;-47.515446
315.259552;-48.016651
315.596008;-47.218681
315.932465;-47.789608
316.268921;-47.154675
316.605377;-49.384769
316.941833;-50.535542
317.278290;-49.672054
317.614746;-47.874168
317.951202;-48.245918
318.287659;-47.472813
318.624115;-47.557835
318.960571;-48.144768
319.297028;-49.606464
319.633484;-49.376648
319.969940;-49.286167
320.306396;-48.443832
320.642853;-46.980858
320.979309;-46.846260
321.315765;-46.300026
321.652222;-47.304775
321.988678;-44.443096
322.325134;-45.300323
322.661591;-43.868462
322.998047;-44.599850
323.334503;-44.604733
323.670959;-44.014332
324.007416;-45.020264
324.343872;-44.216980
324.680328;-44.703709
325.016785;-42.621925
325.353241;-38.230167
325.689697;-39.232899
326.026154;-38.856674
326.362610;-39.710732
326.699066;-41.687180
327.035522;-39.210583
327.371979;-38.801846
327.708435;-40.709404
328.044891;-40.221500
328.381348;-38.064301
328.717804;-38.493908
329.054260;-38.763828
329.390717;-38.690674
329.727173;-37.484501
330.063629;-36.586033
330.400085;-36.966885
330.736542;-36.607742
331.072998;-36.799149
331.409454;-37.283554
331.745911;-39.618664
332.082367;-39.592094
332.418823;-38.835461
332.755280;-39.866596
333.091736;-39.981583
333.428192;-40.650898
333.764648;-38.100475
334.101105;-37.924797
334.437561;-40.192753
334.774017;-43.016392
335.110474;-44.768475
335.446930;-46.257313
335.783386;-45.957863
336.119843;-45.780369
336.456299;-45.196842
336.792755;-44.639088
337.129211;-44.074001
337.465668;-44.525272
337.802124;-46.070686
338.138580;-46.292461
338.475037;-46.105709
338.811493;-46.910564
339.147949;-46.843906
339.484406;-46.316631
